2021-04-05 15:32:00:1415 | test_01_register line:31 test_register |INFO | 开始执行测试案例：未注册的用户名（6位长度用户名与密码）与邮箱注册_注册成功
2021-04-05 15:46:32:5077 | wrapper line:23 inner |INFO | 
调用函数:case_interface,
传入参数：((<testcase.test_07_testcases.TestTestCases object at 0x0000018CD8B9D198>, {'title': '所属接口为空_创建用例失败', 'project_data': {'name': 'SyUIx', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}, 'interface_data': {'name': 'wDOcS', 'tester': 'a', 'project_id': 1011, 'desc': 'b'}, 'testcase_data': {'name': 'bawtVCtlYrtuMvplzJxyKdKbhhUuepqSPWZGeUrxSCixVglxYF', 'interface': {'pid': '#project_id#', 'iid': ''}, 'include': 'a', 'author': 'b', 'request': 'c'}, 'expect': {'status_code': 400, 'msg': {'interface': {'iid': ['请填写合法的整数值。']}}}, 'sql': ''}), {'token': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzQsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.aMXXkK0yuRfzjRMoTqpz7gO_4TI_fv3u8AkvudVqe74'})，响应结果：{'status_code': 201, 'data': {'id': 582, 'name': 'wDOcS', 'tester': 'a', 'project': 'SyUIx', 'project_id': 1011, 'desc': 'b', 'create_time': '2021-04-05T15:46:15.204337+08:00'}}
2021-04-05 15:46:32:6137 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/testcases/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzQsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.aMXXkK0yuRfzjRMoTqpz7gO_4TI_fv3u8AkvudVqe74'}, 'json': {'name': 'bawtVCtlYrtuMvplzJxyKdKbhhUuepqSPWZGeUrxSCixVglxYF', 'interface': {'pid': '1011', 'iid': ''}, 'author': 'b', 'request': 'c', 'include': 'a'}}
2021-04-05 15:46:32:6476 | basi_api line:23 send_http |INFO | 响应结果：{'interface': {'iid': ['请填写合法的整数值。']}}
2021-04-05 15:46:32:6476 | wrapper line:23 inner |INFO | 
调用函数:case_testcases,
传入参数：((<testcase.test_07_testcases.TestTestCases object at 0x0000018CD8B9D198>, {'title': '所属接口为空_创建用例失败', 'project_data': {'name': 'SyUIx', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}, 'interface_data': {'name': 'wDOcS', 'tester': 'a', 'project_id': 1011, 'desc': 'b'}, 'testcase_data': {'name': 'bawtVCtlYrtuMvplzJxyKdKbhhUuepqSPWZGeUrxSCixVglxYF', 'interface': {'pid': '1011', 'iid': ''}, 'include': 'a', 'author': 'b', 'request': 'c'}, 'expect': {'status_code': 400, 'msg': {'interface': {'iid': ['请填写合法的整数值。']}}}, 'sql': ''}), {'token': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzQsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.aMXXkK0yuRfzjRMoTqpz7gO_4TI_fv3u8AkvudVqe74'})，响应结果：{'status_code': 400, 'data': {'interface': {'iid': ['请填写合法的整数值。']}}}
2021-04-05 15:46:32:6486 | test_07_testcases line:56 test_testcases |INFO | 所属接口为空_创建用例失败 测试案例执行通过！

2021-04-05 15:46:32:6516 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 15:46:32:8033 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzUsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.V8kp_6cbSIGA4KzZlDLKDaphXD8FfGKm8YPmfis1tM4', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 15:46:32:8043 | test_07_testcases line:32 test_testcases |INFO | 开始执行测试案例：所属接口不存在_创建用例失败
2021-04-05 15:46:32:9732 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzUsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.V8kp_6cbSIGA4KzZlDLKDaphXD8FfGKm8YPmfis1tM4'}, 'json': {'name': 'Dixub', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}}
2021-04-05 15:46:33:0151 | basi_api line:23 send_http |INFO | 响应结果：{'id': 1012, 'create_time': '2021-04-05T15:46:15.707829+08:00', 'name': 'Dixub', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}
2021-04-05 15:46:33:0161 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/interfaces/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzUsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.V8kp_6cbSIGA4KzZlDLKDaphXD8FfGKm8YPmfis1tM4'}, 'json': {'name': 'NFImD', 'tester': 'a', 'project_id': 1012, 'desc': 'b'}}
2021-04-05 15:46:33:0580 | basi_api line:23 send_http |INFO | 响应结果：{'id': 583, 'name': 'NFImD', 'tester': 'a', 'project': 'Dixub', 'project_id': 1012, 'desc': 'b', 'create_time': '2021-04-05T15:46:15.755269+08:00'}
2021-04-05 15:46:33:0580 | wrapper line:23 inner |INFO | 
调用函数:case_interface,
传入参数：((<testcase.test_07_testcases.TestTestCases object at 0x0000018CD8B9D518>, {'title': '所属接口不存在_创建用例失败', 'project_data': {'name': 'Dixub', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}, 'interface_data': {'name': 'NFImD', 'tester': 'a', 'project_id': 1012, 'desc': 'b'}, 'testcase_data': {'name': 'wuJdTMwhCzWnzBBEYfeLrUlFZlhEeoUPTqMNHxRCBIJERlfupa', 'interface': {'pid': '#project_id#', 'iid': 1000}, 'include': 'a', 'author': 'b', 'request': 'c'}, 'expect': {'status_code': 400, 'msg': {'interface': {'iid': ['所选接口不存在!']}}}, 'sql': ''}), {'token': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzUsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.V8kp_6cbSIGA4KzZlDLKDaphXD8FfGKm8YPmfis1tM4'})，响应结果：{'status_code': 201, 'data': {'id': 583, 'name': 'NFImD', 'tester': 'a', 'project': 'Dixub', 'project_id': 1012, 'desc': 'b', 'create_time': '2021-04-05T15:46:15.755269+08:00'}}
2021-04-05 15:46:33:1298 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/testcases/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzUsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.V8kp_6cbSIGA4KzZlDLKDaphXD8FfGKm8YPmfis1tM4'}, 'json': {'name': 'wuJdTMwhCzWnzBBEYfeLrUlFZlhEeoUPTqMNHxRCBIJERlfupa', 'interface': {'pid': '1012', 'iid': 1000}, 'author': 'b', 'request': 'c', 'include': 'a'}}
2021-04-05 15:46:33:1747 | basi_api line:23 send_http |INFO | 响应结果：{'interface': {'iid': ['所选接口不存在!']}}
2021-04-05 15:46:33:1757 | wrapper line:23 inner |INFO | 
调用函数:case_testcases,
传入参数：((<testcase.test_07_testcases.TestTestCases object at 0x0000018CD8B9D518>, {'title': '所属接口不存在_创建用例失败', 'project_data': {'name': 'Dixub', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}, 'interface_data': {'name': 'NFImD', 'tester': 'a', 'project_id': 1012, 'desc': 'b'}, 'testcase_data': {'name': 'wuJdTMwhCzWnzBBEYfeLrUlFZlhEeoUPTqMNHxRCBIJERlfupa', 'interface': {'pid': '1012', 'iid': 1000}, 'include': 'a', 'author': 'b', 'request': 'c'}, 'expect': {'status_code': 400, 'msg': {'interface': {'iid': ['所选接口不存在!']}}}, 'sql': ''}), {'token': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzUsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.V8kp_6cbSIGA4KzZlDLKDaphXD8FfGKm8YPmfis1tM4'})，响应结果：{'status_code': 400, 'data': {'interface': {'iid': ['所选接口不存在!']}}}
2021-04-05 15:46:33:1757 | test_07_testcases line:56 test_testcases |INFO | 所属接口不存在_创建用例失败 测试案例执行通过！

2021-04-05 15:46:33:1796 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 15:46:33:3293 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzYsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.exMk26Cvn0pCLfwqmtCcVg5DtHNUwbqMKCgKOhZXrns', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 15:46:33:3322 | test_07_testcases line:32 test_testcases |INFO | 开始执行测试案例：非所属项目下的接口_创建用例失败
2021-04-05 15:46:33:5606 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzYsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.exMk26Cvn0pCLfwqmtCcVg5DtHNUwbqMKCgKOhZXrns'}, 'json': {'name': 'KwRAc', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}}
2021-04-05 15:46:33:5975 | basi_api line:23 send_http |INFO | 响应结果：{'id': 1013, 'create_time': '2021-04-05T15:46:16.292872+08:00', 'name': 'KwRAc', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}
2021-04-05 15:46:33:5975 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/interfaces/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzYsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.exMk26Cvn0pCLfwqmtCcVg5DtHNUwbqMKCgKOhZXrns'}, 'json': {'name': 'ZWzlg', 'tester': 'a', 'project_id': 1013, 'desc': 'b'}}
2021-04-05 15:46:33:6366 | basi_api line:23 send_http |INFO | 响应结果：{'id': 584, 'name': 'ZWzlg', 'tester': 'a', 'project': 'KwRAc', 'project_id': 1013, 'desc': 'b', 'create_time': '2021-04-05T15:46:16.333737+08:00'}
2021-04-05 15:46:33:6366 | wrapper line:23 inner |INFO | 
调用函数:case_interface,
传入参数：((<testcase.test_07_testcases.TestTestCases object at 0x0000018CD8B85470>, {'title': '非所属项目下的接口_创建用例失败', 'project_data': {'name': 'KwRAc', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}, 'interface_data': {'name': 'ZWzlg', 'tester': 'a', 'project_id': 1013, 'desc': 'b'}, 'testcase_data': {'name': 'hYLZZSjqjicTUKnesrpRaZjTtADpCUqkhmsQLmwQfjuAiQpTBX', 'interface': {'pid': '#project_id#', 'iid': '582'}, 'include': 'a', 'author': 'b', 'request': 'c'}, 'expect': {'status_code': 400, 'msg': {'interface': {'non_field_errors': ['项目和接口信息不对应!']}}}, 'sql': ''}), {'token': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzYsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.exMk26Cvn0pCLfwqmtCcVg5DtHNUwbqMKCgKOhZXrns'})，响应结果：{'status_code': 201, 'data': {'id': 584, 'name': 'ZWzlg', 'tester': 'a', 'project': 'KwRAc', 'project_id': 1013, 'desc': 'b', 'create_time': '2021-04-05T15:46:16.333737+08:00'}}
2021-04-05 15:46:33:7087 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/testcases/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzYsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.exMk26Cvn0pCLfwqmtCcVg5DtHNUwbqMKCgKOhZXrns'}, 'json': {'name': 'hYLZZSjqjicTUKnesrpRaZjTtADpCUqkhmsQLmwQfjuAiQpTBX', 'interface': {'pid': '1013', 'iid': '582'}, 'author': 'b', 'request': 'c', 'include': 'a'}}
2021-04-05 15:46:33:7396 | basi_api line:23 send_http |INFO | 响应结果：{'interface': {'non_field_errors': ['项目和接口信息不对应!']}}
2021-04-05 15:46:33:7396 | wrapper line:23 inner |INFO | 
调用函数:case_testcases,
传入参数：((<testcase.test_07_testcases.TestTestCases object at 0x0000018CD8B85470>, {'title': '非所属项目下的接口_创建用例失败', 'project_data': {'name': 'KwRAc', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}, 'interface_data': {'name': 'ZWzlg', 'tester': 'a', 'project_id': 1013, 'desc': 'b'}, 'testcase_data': {'name': 'hYLZZSjqjicTUKnesrpRaZjTtADpCUqkhmsQLmwQfjuAiQpTBX', 'interface': {'pid': '1013', 'iid': '582'}, 'include': 'a', 'author': 'b', 'request': 'c'}, 'expect': {'status_code': 400, 'msg': {'interface': {'non_field_errors': ['项目和接口信息不对应!']}}}, 'sql': ''}), {'token': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzYsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.exMk26Cvn0pCLfwqmtCcVg5DtHNUwbqMKCgKOhZXrns'})，响应结果：{'status_code': 400, 'data': {'interface': {'non_field_errors': ['项目和接口信息不对应!']}}}
2021-04-05 15:46:33:7396 | test_07_testcases line:56 test_testcases |INFO | 非所属项目下的接口_创建用例失败 测试案例执行通过！

2021-04-05 15:46:33:7436 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 15:46:33:8994 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzYsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.exMk26Cvn0pCLfwqmtCcVg5DtHNUwbqMKCgKOhZXrns', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 15:46:33:9004 | test_07_testcases line:32 test_testcases |INFO | 开始执行测试案例：编写人员为空_创建用例失败
2021-04-05 15:46:34:0680 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzYsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.exMk26Cvn0pCLfwqmtCcVg5DtHNUwbqMKCgKOhZXrns'}, 'json': {'name': 'FyKYx', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}}
2021-04-05 15:46:34:1498 | basi_api line:23 send_http |INFO | 响应结果：{'id': 1014, 'create_time': '2021-04-05T15:46:16.805859+08:00', 'name': 'FyKYx', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}
2021-04-05 15:46:34:1508 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/interfaces/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzYsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.exMk26Cvn0pCLfwqmtCcVg5DtHNUwbqMKCgKOhZXrns'}, 'json': {'name': 'oDoUw', 'tester': 'a', 'project_id': 1014, 'desc': 'b'}}
2021-04-05 15:46:34:1867 | basi_api line:23 send_http |INFO | 响应结果：{'id': 585, 'name': 'oDoUw', 'tester': 'a', 'project': 'FyKYx', 'project_id': 1014, 'desc': 'b', 'create_time': '2021-04-05T15:46:16.883863+08:00'}
2021-04-05 15:46:34:1877 | wrapper line:23 inner |INFO | 
调用函数:case_interface,
传入参数：((<testcase.test_07_testcases.TestTestCases object at 0x0000018CD8B85358>, {'title': '编写人员为空_创建用例失败', 'project_data': {'name': 'FyKYx', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}, 'interface_data': {'name': 'oDoUw', 'tester': 'a', 'project_id': 1014, 'desc': 'b'}, 'testcase_data': {'name': 'RTOVKjiijTHgcxCdCPaZqMkwVodREWuXGJLCECVNqjXdrLnGyh', 'interface': {'pid': '#project_id#', 'iid': '#id#'}, 'include': 'a', 'author': '', 'request': 'c'}, 'expect': {'status_code': 400, 'msg': {'author': ['该字段不能为空。']}}, 'sql': ''}), {'token': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzYsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.exMk26Cvn0pCLfwqmtCcVg5DtHNUwbqMKCgKOhZXrns'})，响应结果：{'status_code': 201, 'data': {'id': 585, 'name': 'oDoUw', 'tester': 'a', 'project': 'FyKYx', 'project_id': 1014, 'desc': 'b', 'create_time': '2021-04-05T15:46:16.883863+08:00'}}
2021-04-05 15:46:34:2695 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/testcases/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzYsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.exMk26Cvn0pCLfwqmtCcVg5DtHNUwbqMKCgKOhZXrns'}, 'json': {'name': 'RTOVKjiijTHgcxCdCPaZqMkwVodREWuXGJLCECVNqjXdrLnGyh', 'interface': {'pid': '1014', 'iid': '585'}, 'author': '', 'request': 'c', 'include': 'a'}}
2021-04-05 15:46:34:3164 | basi_api line:23 send_http |INFO | 响应结果：{'author': ['该字段不能为空。']}
2021-04-05 15:46:34:3164 | wrapper line:23 inner |INFO | 
调用函数:case_testcases,
传入参数：((<testcase.test_07_testcases.TestTestCases object at 0x0000018CD8B85358>, {'title': '编写人员为空_创建用例失败', 'project_data': {'name': 'FyKYx', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}, 'interface_data': {'name': 'oDoUw', 'tester': 'a', 'project_id': 1014, 'desc': 'b'}, 'testcase_data': {'name': 'RTOVKjiijTHgcxCdCPaZqMkwVodREWuXGJLCECVNqjXdrLnGyh', 'interface': {'pid': '1014', 'iid': '585'}, 'include': 'a', 'author': '', 'request': 'c'}, 'expect': {'status_code': 400, 'msg': {'author': ['该字段不能为空。']}}, 'sql': ''}), {'token': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzYsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.exMk26Cvn0pCLfwqmtCcVg5DtHNUwbqMKCgKOhZXrns'})，响应结果：{'status_code': 400, 'data': {'author': ['该字段不能为空。']}}
2021-04-05 15:46:34:3164 | test_07_testcases line:56 test_testcases |INFO | 编写人员为空_创建用例失败 测试案例执行通过！

2021-04-05 15:46:34:3204 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/user/login/', 'method': 'POST', 'json': {'username': 'Rachel', 'password': '123456'}}
2021-04-05 15:46:34:4680 | basi_api line:23 send_http |INFO | 响应结果：{'token': 'eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzcsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.0upJ0wh5jWjHXvHnj6BqkdRjLq2NE8O0mW5ikJZwz7s', 'user_id': 91, 'username': 'Rachel'}
2021-04-05 15:46:34:4690 | test_07_testcases line:32 test_testcases |INFO | 开始执行测试案例：编写人员为纯空格字符_创建用例失败
2021-04-05 15:46:34:5957 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/projects/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzcsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.0upJ0wh5jWjHXvHnj6BqkdRjLq2NE8O0mW5ikJZwz7s'}, 'json': {'name': 'ulyWk', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}}
2021-04-05 15:46:34:6468 | basi_api line:23 send_http |INFO | 响应结果：{'id': 1015, 'create_time': '2021-04-05T15:46:17.341558+08:00', 'name': 'ulyWk', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}
2021-04-05 15:46:34:6475 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/interfaces/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzcsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.0upJ0wh5jWjHXvHnj6BqkdRjLq2NE8O0mW5ikJZwz7s'}, 'json': {'name': 'SWsIv', 'tester': 'a', 'project_id': 1015, 'desc': 'b'}}
2021-04-05 15:46:34:7024 | basi_api line:23 send_http |INFO | 响应结果：{'id': 586, 'name': 'SWsIv', 'tester': 'a', 'project': 'ulyWk', 'project_id': 1015, 'desc': 'b', 'create_time': '2021-04-05T15:46:17.390179+08:00'}
2021-04-05 15:46:34:7024 | wrapper line:23 inner |INFO | 
调用函数:case_interface,
传入参数：((<testcase.test_07_testcases.TestTestCases object at 0x0000018CD8AC0DD8>, {'title': '编写人员为纯空格字符_创建用例失败', 'project_data': {'name': 'ulyWk', 'leader': 'a', 'tester': 'b', 'programmer': 'c', 'publish_app': 'd', 'desc': 'e'}, 'interface_data': {'name': 'SWsIv', 'tester': 'a', 'project_id': 1015, 'desc': 'b'}, 'testcase_data': {'name': 'PtVugroDmtBMktuRhLznEaHySsBQiLeAysGnSelGQLxSTEQJJO', 'interface': {'pid': '#project_id#', 'iid': '#id#'}, 'include': 'a', 'author': '  ', 'request': 'c'}, 'expect': {'status_code': 400, 'msg': {'author': ['该字段不能为空。']}}, 'sql': ''}), {'token': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzcsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.0upJ0wh5jWjHXvHnj6BqkdRjLq2NE8O0mW5ikJZwz7s'})，响应结果：{'status_code': 201, 'data': {'id': 586, 'name': 'SWsIv', 'tester': 'a', 'project': 'ulyWk', 'project_id': 1015, 'desc': 'b', 'create_time': '2021-04-05T15:46:17.390179+08:00'}}
2021-04-05 15:46:34:7662 | basi_api line:21 send_http |INFO | 请求参数：{'url': 'http://api.keyou.site:8000/testcases/', 'method': 'POST', 'headers': {'Authorization': 'JWT eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1c2VyX2lkIjo5MSwidXNlcm5hbWUiOiJSYWNoZWwiLCJleHAiOjE2MTc2OTUxNzcsImVtYWlsIjoiODQzNTEyNThAcXEuY29tIn0.0upJ0wh5jWjHXvHnj6BqkdRjLq2NE8O0mW5ikJZwz7s'}, 'json': {'name': 'PtVugroDmtBMktuRhLznEaHySsBQiLeAysGnSelGQLxSTEQJJO', 'interface': {'pid': '1015', 'iid': '586'}, 'author': '  ', 'request': 'c', 'include': 'a'}}
2021-04-05 15:46:34:7971 | basi_api line:23 send_http |INFO | 响应结果：{'author': ['该字段不能为空。']}
2021-04-05 15:46:34:7971 | wrapper line:23 inner |INFO | 
调用函数:case_testcases,
